pmcid,pmid,license,abstract
PMC8305124,34317487,© 2021 The Authors.,"Transseptal access for atrial fibrillation ablation can be challenging in the presence of iatrogenically modified interatrial septum. We report the first described transseptal left atrial access for atrial fibrillation ablation in the presence of an investigational interatrial shunt device, performed in a patient with heart failure with preserved ejection fraction. ( Level of Difficulty: Intermediate. )."
PMC8305069,34317481,© 2021 The Authors.,"A feared complication of acute myocardial infarction is the formation of a cardiac pseudoaneurysm. We report a case of a gargantuan, arrhythmogenic left-ventricular pseudoaneurysm with contradictory morphological characteristics. The integrative use of high-resolution 3-dimensional magnetic resonance imaging and computed tomography proved essential for the diagnostic discrimination and successful therapeutic intervention. ( Level of Difficulty: Advanced. )."
PMC8305068,34317479,© 2021 The Authors.,"Mitral annular calcification (MAC) is a chronic, degenerative condition of the fibrous mitral annulus, which may transform to liquefaction necrosis MAC, a rare variant of caseous MAC. We present a series of experiences, showing the varying manifestations of caseous MAC according to multimodal imaging. ( Level of Difficulty: Intermediate. )."
PMC8305070,34317478,© 2021 The Authors.,"A hypothermic avalanche victim underwent, during extracorporeal warming from asystolic arrest, 3-dimensional transesophageal echocardiography. At 33°C core temperature, left ventricular ejection fraction had recovered, whereas myocardial strain still demonstrated significant dysfunction until 36°C. Deformation analysis seems more sensitive than global assessment during myocardial recovery from hypothermic cardiac arrest. ( Level of Difficulty: Intermediate. )."
PMC8305111,34317477,© 2021 The Authors.,"Intramyocardial dissection is a rare complication of myocardial infarction, trauma, and percutaneous intervention. It is usually caused by hemorrhagic dissection among the spiral myocardial fibers. We hereby report the case of a patient with left ventricular intramyocardial dissection who presented with acute decompensated heart failure. ( Level of Difficulty: Advanced. )."
PMC8305110,34317464,© 2021 The Authors.,"Coronary artery fistulas are rare coronary abnormalities. Most of these fistulas have a congenital origin, and only a few are acquired. We report the case of a patient with late-acquired multiple coronary fistulas secondary to a stab wound, diagnosed in the setting of ischemic heart failure secondary to coronary steal syndrome. ( Level of Difficulty: Intermediate. )."
PMC8305065,34317463,© 2021 The Authors.,"Penetrating injuries of the thorax and abdomen, such as gunshot and stabbing, are rare in children. We present the case of a pediatric patient with a history of remote gunshot injury presenting with a late aneurysm in the left ventricle. ( Level of Difficulty: Intermediate. )."
PMC8305087,34317461,© 2021 The Authors.,"Penetrating cardiac injuries carry a grave prognosis. We present a rare case of thoracic gunshot injury where the bullet ricocheted and lodged in the pericardium without causing damage to the adjacent cardiac structures. Multimodality imaging helped in localizing the bullet, assessing damage, and planning safe surgical removal without cardiopulmonary bypass. ( Level of Difficulty: Beginner. )."
PMC8305668,34317460,© 2021 The Authors.,"We present the course and management of an adolescent male with hypertrophic cardiomyopathy. The importance of family history, early screening, accurate evaluation of hypertrophy, and risk stratification for eligibility for a defibrillator in hypertrophic cardiomyopathy are emphasized. Learning points are seen in the light of new guidelines. ( Level of Difficulty: Intermediate. )."
PMC8305623,34317459,© 2021 The Authors.,A patient with hypertrophic cardiomyopathy and a cardio-defibrillator implanted for primary prevention would like to compete on the ski team at his school. This case illustrates how a shared decision-making approach can be applied when counseling patients with hypertrophic cardiomyopathy about exercise and sports participation. ( Level of Difficulty: Intermediate. ).
PMC8311890,34317451,© 2020 The Authors.,A pseudoaneurysm of the mitral-aortic intervalvular fibrosa (p-MAIVF) can be a catastrophic sequela of untreated active infective endocarditis. We describe a case of infective endocarditis complicated by p-MAIVF without valvular involvement. This case highlights the importance of this rare clinical entity and of transesophageal echocardiography in reaching a diagnosis. ( Level of Difficulty: Beginner. ).
PMC8311883,34317449,© 2020 The Authors.,"Saw-tooth cardiomyopathy is a very rare disease, and only few cases have been published since its first description 10 years ago. We report the clinical presentation, imaging features and genetic analysis of a saw-tooth cardiomyopathy and argues that it should not be confused with left-ventricular noncompaction. ( Level of Difficulty: Intermediate. )."
PMC8311688,34317448,© 2020 The Authors.,"Ventricularization of the pulmonary artery pressure curve is shown, characterized by a steep diastolic pressure fall with mid-diastolic pressure equalization with the right ventricle, which was caused by severe pulmonary valvular regurgitation in a patient with carcinoid heart syndrome. ( Level of Difficulty: Beginner. )."
PMC8311881,34317447,© 2020 The Authors.,Coronary artery aneurysms are rare conditions with potentially devastating consequences. We describe the case of an athletic 40-year-old woman who received a diagnosis of giant right coronary artery aneurysm while she was undergoing a work-up for lower extremity varicose veins. She underwent successful surgical treatment without any complications. ( Level of Difficulty: Intermediate. ).
PMC8311697,34317446,© 2020 The Authors.,Coronary artery fistula (CAF) is an abnormal connection between a coronary artery and a heart chamber resulting in left-to-right shunt. A large CAF was an unexpected cause of heart failure in a 58-year-old woman who underwent transcatheter closure of the CAF with improvement in symptoms but complicated by myocardial infarction. ( Level of Difficulty: Beginner. ).
